2,187315
2,107590
2,138002
2,113984
2,106180
2,170961
2,145246
2,22846
2,193919
2,155479
2,189710
2,164699
2,14654
2,106398
2,27461
4,102039
2,40680
2,162876
2,80969
2,2684
2,103856
2,149675
2,2255
2,180799
4,216792
2,218774
2,134850
2,194404
2,25139
2,130371
2,243475
2,124590
2,85751
2,202637
2,80251
2,2018
2,181873
2,66476
2,94475
2,62950
2,143347
2,47715
1,33504281
4,161596
2,63320
2,174294
2,54547
2,192277
2,186137
2,11542
2,90276
2,68788
4,144872
2,103211
2,64151
2,211200
2,98904
2,125165
2,12128
2,121029
2,226288
2,4638
2,85224
2,110743
2,249509
2,209895
2,181042
2,133268
2,223300
2,28654
2,122680
2,222453
2,75265
2,140369
2,9395
2,192225
2,82409
2,191906
2,23561
2,245119
2,101476
2,190126
2,71216
2,232021
2,156151
2,5835
2,102529
2,249778
2,205606
2,213278
2,87400
2,199764
4,110566
2,205863
2,21176
2,150550
2,92783
2,155898
2,167451
2,225754
2,165169
2,74218
2,172327
2,57231
2,217870
2,45187
2,186492
2,233279
2,244949
2,26132
2,28042
2,27848
2,191615
2,114344
2,193888
2,200133
2,7330
2,113808
2,123119
2,34424
2,139427
2,154318
2,225565
2,142934
2,110264
4,65728
2,143813
5,75951
4,99756
4,118405
2,193581
2,33367
2,179193
2,58166
2,228269
2,5516
2,242134
2,67846
2,139860
2,117681
2,10675
2,75903
2,29308
2,83247
2,31428
2,29956
2,152701
2,154389
2,184197
2,176130
2,26903
2,40944
2,230927
2,207569
2,90402
2,71702
2,224258
2,197910
4,13661
2,136638
4,89474
2,217817
2,212403
2,67696
2,217262
2,118413
2,187851
2,136709
2,2619
2,126497
2,153038
2,2858
2,157823
2,139251
2,61140
2,169927
2,77929
2,240924
2,223495
2,102966
2,191246
2,146011
2,154169
2,176418
5,112255
2,183277
2,195349
2,48542
2,54165
2,166950
2,141861
2,24300
2,197496
2,154232
2,200639
2,241295
2,126890
4,73849
4,5
2,32158
2,80626
2,118477
2,71024
2,236138
2,235030
2,97617
2,53008
4,199861
2,144345
2,157911
2,143891
2,245038
2,98622
2,185854
2,62100
2,102539
2,42666
4,198412
2,96203
4,121441
4,19016
2,67899
2,76659
2,197762
2,101574
2,60366
2,100744
2,200963
2,221996
2,139119
2,198975
2,201593
2,224717
2,246326
2,174560
2,115264
2,234246
4,101447
2,244110
2,108744
2,154963
4,70985
2,50823
2,129468
2,80001
2,7839
4,61830
2,5712
2,34558
2,74117
2,219334
2,169718
2,221068
2,180632
2,1489
5,121533
2,9586
2,141798
2,249874
2,189784
2,101615
2,97886
2,105433
2,234721
2,68659
2,33569
2,92867
2,44256
2,41558
2,22380
2,94433
2,50094
2,63897
2,112297
2,36018
2,102102
2,130431
2,52645
2,25874
2,104522
2,164246
2,207903
2,123519
2,39732
2,86290
2,20603
2,180232
2,152791
2,174996
2,226855
2,86981
2,57875
2,248636
2,80533
2,237518
2,209878
2,195992
2,230087
2,35129
2,31968
2,184039
2,201609
2,55634
2,44640
2,41870
2,101800
2,136057
2,175114
2,94214
4,72513
2,103123
2,206570
4,98177
2,198628
2,22782
2,216817
2,191687
2,239046
2,106534
2,240030
2,42625
2,152038
2,73580
2,165593
2,123425
4,215207
5,163897
2,128616
2,219128
2,99630
2,41515
4,35119
2,137690
2,144758
2,173639
2,188644
2,140202
2,6233
2,35158
2,141444
4,242111
2,122993
2,123661
2,228492
4,144743
2,88028
2,224430
2,166531
2,46040
2,196656
2,54810
2,122324
2,156421
2,63804
4,55937
2,213766
2,155132
2,88134
2,215238
4,160681
2,50316
2,38822
2,53822
2,127567
2,57875
2,25102
2,204534
2,205381
2,34149
2,70020
2,18740
4,161277
2,140650
2,69406
2,60742
2,182826
2,220958
2,54121
2,192023
2,210886
2,221836
2,121190
2,60736
2,8483
2,5300
2,104418
2,224619
2,63484
2,184217
2,249760
2,96114
3,82040
2,203848
2,645
2,78230
2,201083
2,246178
2,191759
2,1452
2,239144
2,181338
2,17043
2,247986
2,157030
2,124810
4,118161
2,157247
2,197406
2,88016
2,224983
2,6568
2,30335
2,174918
2,230447
2,177982
2,205854
2,11295
2,22693
5,212581
2,209772
2,65161
2,102913
2,44803
2,204884
2,143775
2,12154
5,148540
2,179163
2,17582
2,108328
3,210995
2,177529
2,138777
2,207318
2,228455
2,246850
2,138445
2,142397
2,165641
2,246209
2,139008
2,148874
2,226248
2,71464
4,30092
4,75483
2,180029
4,229129
2,225043
2,7923
2,48351
2,7406
2,56239
4,227259
2,126018
2,225861
2,113111
2,30886
2,63466
2,175788
2,182046
2,204302
2,108142
2,199909
2,10198
2,208
2,176456
2,169942
2,188610
2,32097
4,215929
2,114751
2,201944
2,226428
4,116520
2,241273
2,228069
2,23769
2,182267
2,182712
2,163163
2,240427
2,136878
2,68988
2,78006
2,235030
2,186976
2,2474
2,230988
2,63578
2,638
2,151474
2,157810
2,162625
2,190695
2,116972
2,181659
2,33265
2,89582
2,34420
2,7387
2,220719
2,78494
2,104991
2,186890
2,226609
2,142056
2,85721
4,2165
2,205357
2,107895
4,42957
2,160814
2,119011
4,40821
2,66384
2,15555
2,185827
2,187478
2,105306
2,1436
2,234141
2,151714
2,127122
2,145822
2,8468
2,144945
2,128869
2,43997
2,73773
4,34382
2,23058
2,17566
2,68938
2,155646
4,181285
2,237946
2,201917
4,49418
2,203006
2,85918
4,44027
2,241975
2,43373
2,8671
2,243183
2,89175
2,24589
2,101708
2,124056
2,160313
4,3178
2,198236
2,198561
2,170251
2,233728
2,3477
2,9994
2,240207
2,138097
2,17902
2,90200
2,234348
2,84243
2,202333
2,180566
4,241867
2,104292
2,224714
2,56022
2,44626
2,26250
2,37109
2,102600
2,185438
2,97868
2,235907
5,56693
2,84821
2,171013
2,99643
2,231386
2,108477
2,12343
2,199963
2,55664
2,205872
2,42990
2,69781
2,193123
2,155342
2,207094
2,236176
2,588
2,156173
2,63159
2,182670
2,123937
2,246236
2,133032
2,237153
2,179879
2,170616
2,7982
2,15066
2,116374
2,243336
2,70229
2,233228
2,108232
2,185363
2,62521
2,74015
2,160157
2,139234
2,191393
2,172113
2,242782
2,76527
2,41753
2,82327
2,111499
2,173788
2,152059
4,44273
2,65795
2,98241
2,178809
2,241419
2,63376
2,7245
2,195482
2,216911
2,46557
2,108573
2,224495
2,54328
2,244117
2,185547
2,180896
2,165330
5,69290
2,81722
2,28484
2,101477
2,170675
2,83329
2,240163
2,156664
2,198360
5,201572
2,95009
2,179566
2,247901
2,211769
4,208891
2,231173
2,224891
2,222027
4,136903
2,83215
2,7589
2,108327
2,104977
2,64558
2,379
2,163395
2,115112
2,157476
2,58283
2,231834
4,127705
2,187670
2,34850
2,104616
2,158311
2,228193
2,46335
2,178280
2,175524
2,189686
2,192077
2,140292
2,173455
2,174974
2,242423
2,100588
2,6170
2,99066
2,214155
2,151555
2,240326
2,198629
2,191687
4,66386
2,239357
2,170854
2,166532
2,93455
2,125052
4,109890
2,210091
4,65033
2,48651
2,24542
4,50632
2,190090
2,44091
2,42194
2,43162
2,115471
2,224395
2,215400
2,88755
2,48084
2,131334
2,51652
2,52147
2,234424
2,247356
2,225998
2,21291
2,128048
2,152411
2,18426
2,22704
2,185560
2,202459
2,4489
2,135775
2,247315
2,77955
2,54696
2,34455
2,128883
4,234155
2,8742
2,148455
2,125460
2,2607
2,219652
2,181125
3,163747
2,176508
2,222613
2,201080
2,248765
2,180234
2,185844
2,96531
2,179922
2,193702
5,7732
2,168317
2,237436
2,12787
2,78308
2,6986
2,212007
2,20363
2,212117
2,12103
2,67196
2,192462
2,115360
2,177106
2,88847
2,74194
2,86493
2,177677
2,58012
2,96177
2,142747
2,161773
2,140681
2,222705
2,248741
2,58113
2,111191
2,77477
2,120451
4,200383
2,19627
2,4045
5,215648
2,22521
2,148555
2,234857
2,248653
2,15854
2,138503
4,181909
2,75311
2,236371
2,167620
2,96966
2,180350
2,170772
2,96667
2,245257
4,30825
2,212515
2,11352
4,202178
2,225888
2,92855
2,124346
2,249464
2,12643
2,54877
2,189992
2,63918
2,136774
2,55226
2,23214
3,34074
2,73137
2,209758
4,82868
2,2963
2,30931
4,90662
2,86688
2,211244
4,191718
2,51919
2,37074
2,85271
2,72813
2,6018
2,151005
2,216296
4,8682
2,172912
2,172902
2,67751
2,53005
2,49339
2,15716
2,226033
2,224759
2,97630
2,90104
2,121148
2,214413
2,111642
2,195286
2,232789
2,222455
2,170255
2,201809
2,215624
2,131944
2,16979
2,101956
2,85899
2,247976
2,230050
2,161933
2,78616
2,239788
2,241346
2,145908
2,13701
2,140983
2,82753
2,38281
4,137674
2,176097
2,234909
2,231756
2,134557
2,148952
4,74224
4,93718
2,231940
2,120917
2,204806
2,200053
2,248536
2,70268
2,13005
2,80868
2,23659
4,145694
2,102168
2,112200
2,35416
2,76136
2,74528
2,53223
2,218924
2,53934
2,175303
2,168628
2,151715
2,94020
2,45834
4,151301
2,144867
2,39468
2,62802
2,78854
2,245007
2,110857
2,119223
2,215942
2,123065
2,11202
2,159762
2,160622
2,125752
2,44322
2,2365
4,222898
2,11473
2,204188
2,198970
2,48080
2,86629
2,168619
2,196509
2,240886
2,141383
2,248568
2,46086
2,89776
2,193256
2,149733
2,183999
5,163102
2,135870
2,141812
2,93935
2,103485
2,190627
2,196573
2,236863
2,197607
2,5717
2,241341
2,36060
2,156558
2,73004
2,48819
2,193725
2,97335
2,55181
2,127876
2,223641
2,512
5,190508
2,205232
2,113370
2,227219
4,92325
2,34735
4,49587
2,243561
2,156964
2,111722
2,207682
2,68186
2,50228
2,163039
2,62708
2,108896
2,109986
2,104254
2,239731
2,13633
2,164093
4,238984
2,124131
2,227794
2,171833
2,223699
2,18999
2,240874
2,128419
2,232922
2,75553
2,69809
2,83180
2,99473
2,105893
2,29927
2,45844
2,16583
2,39944
2,151345
4,39332
2,109124
2,188794
2,113229
2,63991
2,9618
2,59069
2,47879
2,90710
2,55767
2,180497
2,91797
2,138351
4,187184
2,217470
2,247133
2,151585
2,124970
2,135485
2,141590
2,155223
2,175210
2,225476
2,24955
2,214094
4,113213
2,55596
2,228284
2,55513
2,237125
2,116112
2,205791
2,237984
2,66274
2,145635
2,156644
2,63577
2,149000
2,83678
2,27382
2,83668
2,198126
2,109430
4,231245
2,122524
2,103734
4,73398
2,91648
2,83327
2,47799
2,89326
2,199
2,132291
2,194448
2,45896
2,192863
2,130900
2,26007
2,212818
2,146967
2,4060
2,85274
2,108669
2,212487
2,56429
2,23943
2,187233
2,115521
2,201726
2,181047
2,23227
2,210447
2,204255
2,155844
2,218244
2,159628
2,197370
2,43836
2,131279
2,175919
2,197752
2,16638
2,28478
2,102481
4,194509
2,79489
2,150721
2,215440
2,217506
2,171229
4,143139
2,107628
2,23821
2,9775
2,224005
2,144894
2,163215
2,241928
2,194504
2,59001
2,235850
2,8594
2,64759
2,42904
2,192684
2,125632
2,234368
2,160807
2,200204
2,57655
2,129723
2,33390
2,63616
2,44914
2,245281
2,59960
2,150905
2,18655
2,33348
2,125970
2,75692
2,60790
2,143152
2,244238
2,32061
2,209546
2,206668
2,184039
2,282
2,59208
2,86879
2,127484
2,73137
2,220541
2,148326
2,135365
2,26687
2,195588
2,234270
4,39106
2,158310
4,32636
2,37585
2,152994
2,66570
2,25127
2,93979
2,136912
2,188889
2,88927
4,245781
2,110233
2,71461
2,192020
2,205470
2,23731
2,164159
2,162289
2,199925
2,124007
2,238481
2,179308
2,127584
2,61545
4,164039
2,89883
2,115260
2,224456
4,176907
2,165316
2,249218
2,78017
5,51789
2,50112
2,56989
2,40797
2,197766
2,71206
2,100132
2,27488
2,54792
5,50359
2,694
2,25783
2,198087
2,219219
2,31409
2,83737
1,70710838
2,228254
2,22360
2,4310
2,10031
2,12719
2,202577
2,85640
2,135406
2,142014
2,78888
2,152933
2,23198
2,146428
2,6980
2,153697
2,99109
2,72656
2,38949
2,14353
2,171674
2,142940
2,202826
2,25390
2,46711
2,239099
2,7103
2,212673
2,120745
2,17513
2,112099
2,53105
2,215076
2,155774
2,171287
2,26902
2,105220
2,189497
2,203859
2,20585
2,197278
2,43158
2,40323
2,143082
2,1333
2,237611
2,173742
2,9549
4,163960
2,168309
2,189047
2,24626
2,53144
2,177065
4,221916
2,164800
2,113144
2,11129
2,147020
2,212638
2,87725
4,70822
2,19174
2,38046
2,9781
2,144125
4,113420
2,133414
4,40884
2,215951
2,158518
2,208923
2,216521
2,232256
2,35987
4,13116
2,86239
2,205452
2,146955
2,48824
2,8831
2,156577
2,40879
5,102398
2,64186
2,53881
2,41666
2,166501
2,222415
2,159731
2,34674
2,17377
2,74958
2,57070
2,132768
2,229665
2,60430
2,75014
2,190238
2,99800
2,83299
2,165622
4,8990
2,163258
2,227328
2,69614
2,35908
4,106272
4,37762
2,134816
4,201337
2,188789
2,93021
2,188471
2,7164
2,143969
2,158133
2,43092
2,62979
2,166879
2,187939
2,47062
2,52783
2,104332
2,234119
2,166181
2,115293
2,202735
4,197260
2,182668
2,152393
2,91839
2,182903
2,207073
2,239373
2,64278
2,129737
2,3841
2,211863
2,64576
2,227556
2,219773
2,68553
2,102527
2,218074
2,165451
2,143370
2,122975
2,128673
2,76843
2,156858
2,43809
2,70003
2,207111
2,80370
2,141558
5,63170
2,243212
2,105451
2,5168
2,205592
2,148757
2,74267
2,146427
2,151811
2,200785
2,217820
2,244319
2,81942
2,7434
2,249441
2,12258
4,84356
2,144017
2,47914
2,177269
2,182185
1,7653995
2,189299
2,167788
2,62731
2,168810
2,112474
2,223222
2,76047
4,173876
2,187486
2,124637
2,181096
2,68915
2,164146
2,153100
2,118939
2,246808
2,71953
2,72904
2,4478
2,56395
2,63116
2,49212
2,135550
2,117459
2,132495
2,153061
2,161440
2,123806
5,80881
2,6451
4,134531
2,163511
4,25062
2,97367
2,211762
2,106234
2,218614
2,26829
2,245823
2,23470
2,111841
2,183750
2,40032
2,222770
2,17178
2,10992
2,20533
2,78064
4,14240
2,137176
2,142445
2,126267
2,225533
2,205974
2,90857
2,168622
2,201061
4,51160
2,184664
4,29836
2,225518
2,132915
2,63026
2,116020
4,65198
2,209848
2,87937
2,71814
2,136336
2,125306
2,87864
2,244455
2,193377
2,74808
2,10439
2,10205
2,17207
4,205866
2,140199
2,132854
2,128960
2,120238
2,110336
2,10150
2,101448
2,104969
4,126827
2,43419
2,74965
2,23708
4,128593
2,79310
2,166061
2,241845
2,85058
2,111129
2,208935
2,203327
2,207937
2,120463
4,3383
2,124367
2,6556
2,49757
2,49074
2,247915
2,191946
2,61323
2,151481
2,49905
2,182158
2,84030
2,145747
2,42562
2,105320
2,209437
2,136299
2,181185
2,95290
2,194926
2,96281
2,147228
2,62983
2,207431
2,205518
4,81348
2,96877
2,48376
2,199813
2,67630
2,209080
2,92202
2,140503
2,38231
2,82159
2,144594
2,195050
2,148101
2,199660
2,213663
2,4150
2,175913
2,209947
2,101882
2,153757
2,113689
2,23127
2,239680
2,225881
2,110423
2,171145
2,33979
2,70533
2,48364
2,21038
2,44236
2,109528
2,99969
2,67942
4,78615
2,118875
2,4730
2,31785
4,204730
2,143932
5,2384
2,88562
2,224071
2,114047
2,184109
2,201061
2,46477
4,144241
2,25866
5,196943
2,1298
2,2388
2,238337
2,216909
2,230616
2,50728
2,129676
2,188345
2,177394
2,207204
2,164509
2,145807
2,172219
2,90708
2,186504
2,9841
2,212976
4,37267
2,60059
2,80648
2,239370
2,234095
2,234407
2,97254
5,29497
4,145184
4,89811
2,119490
2,36564
2,71104
2,19190
2,18401
2,226819
2,228789
2,43812
2,77220
2,166419
4,247228
2,24327
4,139567
2,51971
2,206164
2,55119
2,201514
2,28118
2,23106
2,134569
2,220938
4,179216
2,204305
2,143550
2,222414
2,173629
2,248631
2,14726
2,52852
2,71358
2,126323
2,145656
2,206043
2,94881
2,38835
2,85887
2,182932
2,153275
2,183825
2,120394
2,13746
2,81685
2,21037
2,117568
2,184320
2,172065
2,191814
2,236685
2,224593
2,61175
2,227522
2,190654
2,171267
2,84320
2,133278
2,142005
2,83757
2,139902
2,231759
2,244746
4,151991
2,63622
2,102022
2,99038
2,857
2,17675
2,49217
4,174556
2,115260
2,44312
2,90943
2,26751
2,231164
2,151466
2,164188
2,239658
2,54447
2,163272
2,52282
2,188920
4,228303
2,231455
2,107696
2,161361
2,18099
2,155758
2,174300
2,57973
2,8108
2,111883
2,233253
2,18168
2,21819
2,50369
2,180460
2,197770
2,101584
2,193511
4,15728
2,231778
2,87581
2,3741
2,153216
4,82102
2,53064
2,31285
2,11931
2,242073
2,192624
2,156780
2,150691
2,80146
2,49927
2,238612
2,45744
2,83381
2,60350
2,221471
2,200113
2,14801
2,168590
2,118138
2,211662
2,164341
2,77346
2,95012
2,16329
2,155455
2,122035
2,129753
2,236370
2,119747
2,45883
2,78367
4,156266
2,212820
2,114282
2,139180
2,96479
4,249650
2,166391
4,216834
2,99238
4,26032
2,204110
2,110921
2,197110
4,52472
2,238000
2,15863
2,7873
2,147710
2,101224
2,108606
2,200110
4,70502
4,169730
2,188402
2,243505
4,219331
2,107222
2,165093
4,2397
2,69365
2,148810
2,169073
2,234640
4,97245
2,172149
2,166914
2,182156
5,144408
2,170735
2,147699
2,191690
2,188686
2,60088
2,43142
2,240212
2,153166
2,56186
2,8437
2,158927
2,217303
2,245746
2,211478
2,88599
2,207655
2,63505
2,96131
2,209049
2,45609
2,130121
2,162862
2,235178
2,180643
2,194084
2,53154
2,69121
2,62073
2,185968
2,128084
2,16962
2,190943
2,236779
2,79752
4,228904
2,5707
2,214855
2,80
2,142078
2,74089
4,219082
2,118239
2,229899
4,14296
2,2084
2,65628
2,118856
2,73281
2,176158
4,32130
2,170862
2,228488
2,58380
2,31460
2,76577
2,125644
2,3102
2,181086
2,208723
2,131528
2,194473
2,165367
2,147302
2,201532
2,228076
2,82994
2,97282
2,71717
2,5490
4,213443
2,16639
2,186808
2,158100
2,193150
2,59344
2,138575
4,180552
2,104700
2,50316
2,233802
2,28778
2,34935
4,22106
4,225143
2,236533
2,197141
2,198152
2,176076
2,125341
2,136241
2,67720
2,168384
2,197388
2,127780
2,34440
4,20761
2,227176
2,21987
2,87916
2,247025
4,138718
2,114530
2,168954
2,161170
2,96781
2,142150
4,87890
2,132096
2,140593
2,18568
2,87176
4,12966
2,240250
2,18790
2,176016
2,180808
2,54696
2,84019
2,27364
2,152791
2,130677
2,167733
2,146452
2,68272
2,50817
2,63563
2,222220
2,145793
2,235264
2,191211
2,92337
2,221054
2,110993
2,172068
2,176169
2,243561
2,12683
2,110310
2,170511
4,229155
2,156854
2,102672
2,114824
2,220978
2,237202
2,192388
2,196784
2,108282
2,121348
2,244793
2,48195
4,131579
2,231963
2,31740
2,166695
2,237382
2,21345
2,122981
2,201830
2,41533
2,144529
2,201850
2,183990
2,192613
2,203633
2,81793
2,164332
2,187920
2,249342
2,23312
4,109347
2,137498
2,186936
2,238132
2,185782
2,193649
2,81178
3,243
2,204638
4,16268
2,249339
2,207249
2,225936
2,96123
2,134579
2,110815
2,125028
2,219945
2,209127
2,147070
2,177822
2,6686
2,91988
2,26048
2,163835
2,224721
2,132372
2,219247
2,173770
2,25563
2,141904
2,221848
2,8452
2,139126
2,154675
2,41503
2,26361
2,195621
2,126582
2,51702
2,10665
2,215933
4,59581
2,217656
2,46875
2,132337
2,177293
2,4431
2,77758
2,181467
2,46904
2,69045
2,210633
2,122230
2,44439
2,199304
4,110737
2,112601
2,96210
2,12759
2,69015
2,163646
2,16287
4,134889
4,35931
2,102688
2,20853
2,107741
2,35153
2,130322
2,164924
4,131035
2,34174
3,29773
2,213252
2,94409
2,172991
2,135346
2,100126
2,109674
2,229094
2,8733
2,249866
2,216306
2,213235
2,59930
2,54430
2,238004
2,86011
2,18002
2,14831
2,35180
2,45639
2,235181
2,128911
2,181944
2,198763
2,170651
2,6324
2,242577
2,227121
2,248174
2,13841
2,164936
2,77985
2,223823
2,119219
2,21643
1,25333893
2,145809
2,17482
2,194678
4,15011
2,136211
4,28450
2,30438
2,175838
2,190702
2,60541
2,248202
2,169469
4,65806
2,159310
2,247058
5,42445
2,157583
2,45456
2,19185
2,215812
2,174229
2,184358
2,97590
2,112239
2,122643
4,167992
2,236831
2,142294
2,175624
2,232716
2,38699
4,49043
2,9012
4,155727
2,51263
4,192755
2,215635
2,87537
2,183639
2,224022
4,208404
2,231308
2,26087
2,79119
4,206868
2,11893
2,126771
4,44826
2,248636
2,134716
2,54200
2,110717
4,144100
2,200670
5,74245
2,178717
2,182204
2,74919
4,184172
2,241515
2,84927
4,198442
2,108219
2,186286
4,111092
2,92311
2,60577
2,61066
2,54290
2,148900
2,153342
2,177379
2,23328
2,230770
2,210609
2,74643
2,74680
2,57390
2,60294
2,231396
2,216599
2,110195
2,20252
2,83643
2,144049
2,179769
2,120885
2,75890
2,243106
4,159646
2,20742
2,104737
2,89407
2,209087
2,219182
2,43176
2,115291
2,20228
2,160468
2,81178
4,191174
2,34949
2,38441
4,121769
2,18927
2,226525
2,64956
4,140891
2,209082
2,22057
2,119900
2,122230
2,116188
2,69709
2,221720
4,74237
2,248835
2,139364
2,132098
2,105475
2,147009
2,62915
2,83255
2,42792
4,159275
2,142887
2,202632
2,36494
2,40646
2,173329
2,9689
2,57258
2,106894
2,205727
2,138762
2,140969
2,107322
4,159693
2,198139
2,8575
2,212616
2,222994
2,205114
2,98079
2,157126
2,220738
2,5177
2,234760
2,183226
2,184016
2,12921
2,39567
2,240274
2,98852
2,144277
2,74853
2,125942
2,134869
2,211900
2,150070
2,220201
2,37811
2,60582
2,226750
4,166798
2,143091
2,139511
2,173479
2,46294
2,127624
2,16450
2,62435
2,230264
2,122522
4,65349
2,15618
2,146138
2,13910
2,56450
2,121409
2,191788
2,56770
2,78717
2,119071
2,19412
2,120331
4,127729
2,65213
2,180467
2,231965
2,178878
2,119042
4,249383
2,105406
2,9981
2,68088
2,209354
2,167175
2,52340
2,115638
2,211447
3,130528
2,114964
2,60411
2,125564
2,240983
2,47247
2,187572
2,220699
2,67693
2,148024
2,149690
2,127211
4,13389
2,102915
2,85851
2,91452
2,170522
2,221723
2,229491
2,59880
2,115172
2,40018
2,84343
2,242052
2,162118
2,166643
2,46333
2,223558
2,96015
2,61635
2,147755
2,103440
2,202794
2,50742
2,5947
2,96186
2,28349
2,96542
2,140376
2,107038
2,153899
2,24991
2,123097
2,217469
2,61286
2,96189
2,172790
2,42079
2,224421
2,108679
2,50315
2,60152
2,85325
2,85037
2,245288
2,91317
2,241167
2,8476
2,48386
4,141286
2,187278
2,85578
2,202922
2,204246
2,152139
2,122108
4,13256
2,138949
2,59679
2,45670
2,154388
2,178967
2,180884
2,167130
2,13776
2,220708
2,59312
2,166609
2,165637
2,68192
2,49231
2,74936
2,171337
2,241558
2,26332
2,48770
2,181978
2,114670
2,117500
2,19515
2,22874
4,171006
2,61768
2,190956
2,81974
2,157900
2,61941
2,215962
2,178437
2,29089
2,8817
2,6009
2,29401
2,129496
2,187339
2,54479
2,176341
2,204998
4,11439
2,60115
2,226140
2,242804
2,245566
4,167907
2,37201
2,79880
2,99318
2,59381
2,224865
2,101058
4,43555
2,64821
2,26921
2,181026
2,72545
2,157342
2,26548
2,185814
2,20605
2,58340
2,111797
2,127905
2,174855
2,78589
2,67310
2,41400
2,2022
2,136064
2,215563
2,35942
2,85768
2,15605
2,158654
2,65279
2,71172
2,78332
5,28200
2,65709
2,204958
2,188299
2,221430
2,54949
2,13717
2,238793
